Year,Team,player_id,Name,Date,Opponent,Result,GS,IP,R,ER,rRA,TBF,AB,H,2B,3B,HR,BB,IB,HP,SO,NP,WHIP,AVG,OBP,OPS,ERA,avLI,RE24,WPA,GSC,DEC,Int
2021,롯데,14756,프랑코,10-16,SSG,L 8:4,1,4.1,3,3,3.00,19,18,6,2,0,1,1,0,0,4,80,1.50,0.262,0.363,0.796,5.50,0.94,-1.02,-0.168,42,,3일
2021,롯데,14756,프랑코,10-22,한화,W 0:1,0,3.0,0,0,0.00,10,10,1,1,0,0,0,0,0,3,35,1.48,0.259,0.359,0.787,5.39,1.27,1.66,0.229,,,6일
2021,롯데,14756,프랑코,10-23,한화,D 15:15,0,2.0,0,0,0.00,9,6,0,0,0,0,3,0,0,3,43,1.48,0.256,0.359,0.783,5.31,0.19,1.11,0.020,,,1일
2021,롯데,14756,프랑코,10-25,@LG,D 4:4,0,1.0,0,0,0.00,3,3,0,0,0,0,0,0,0,2,12,1.47,0.255,0.357,0.778,5.28,0.57,0.55,0.043,,,2일
2021,롯데,14756,프랑코,10-28,KIA,L 5:3,1,5.0,5,5,5.00,23,20,6,0,0,1,3,0,0,6,86,1.48,0.257,0.359,0.781,5.40,1.28,-2.23,-0.340,38,L,3일
2021,LG,13934,켈리,04-04,@NC,W 2:1,1,5.0,1,1,1.00,22,19,5,1,0,1,2,0,1,6,98,1.40,0.263,0.364,0.838,1.80,1.27,1.77,0.167,57,,7+일
2021,LG,13934,켈리,04-10,SSG,L 4:3,1,5.0,2,2,2.00,23,20,6,1,0,0,1,0,1,3,86,1.40,0.282,0.356,0.766,2.70,1.09,0.77,0.023,49,,6일
2021,LG,13934,켈리,04-16,두산,W 0:1,1,6.0,0,0,0.00,26,21,3,1,0,0,4,0,1,4,104,1.31,0.233,0.338,0.671,1.69,1.54,3.32,0.368,66,W,6일
2021,LG,13934,켈리,04-22,KIA,L 3:2,1,6.0,2,2,2.00,26,21,4,1,0,1,4,1,1,4,97,1.32,0.222,0.340,0.686,2.05,1.17,1.32,0.049,56,,6일
2021,LG,13934,켈리,04-28,롯데,L 3:0,1,6.0,2,2,2.00,23,22,4,1,0,1,1,0,0,3,95,1.21,0.214,0.317,0.667,2.25,0.67,1.32,0.039,58,L,6일
2021,LG,13934,켈리,05-05,@두산,W 7:4,1,6.0,4,4,4.00,29,23,7,2,0,0,5,0,0,3,98,1.35,0.230,0.336,0.693,2.91,1.05,-0.68,-0.089,40,W,7일
2021,LG,13934,켈리,05-11,@KIA,L 1:7,1,6.0,6,6,6.00,27,26,11,2,0,1,1,0,0,1,91,1.45,0.263,0.352,0.753,3.83,0.50,-2.68,-0.276,26,L,6일
2021,LG,13934,켈리,05-17,삼성,L 3:1,1,7.0,0,0,0.00,24,23,2,0,0,0,1,0,0,2,92,1.30,0.240,0.325,0.685,3.26,0.99,3.87,0.461,74,,6일
2021,LG,13934,켈리,05-22,@SSG,L 3:8,1,5.0,5,5,5.00,22,21,5,1,0,2,1,0,0,10,100,1.29,0.240,0.320,0.703,3.81,0.56,-3.23,-0.261,46,L,5일
2021,LG,13934,켈리,05-28,키움,W 1:3,1,6.0,1,1,1.00,25,21,4,0,0,0,3,0,0,4,98,1.28,0.235,0.316,0.680,3.57,1.55,2.32,0.237,61,W,6일
2021,LG,13934,켈리,06-08,NC,W 1:2,1,6.0,1,1,1.00,23,20,3,0,0,1,3,0,0,5,101,1.25,0.228,0.311,0.670,3.38,0.99,2.32,0.194,64,,7+일
2021,LG,13934,켈리,06-15,@키움,W 4:2,1,5.0,2,2,2.00,22,20,6,2,0,0,2,1,0,2,95,1.28,0.233,0.315,0.677,3.39,0.93,0.77,-0.009,47,,7일
2021,LG,13934,켈리,06-20,KIA,W 0:6,1,6.0,0,0,0.00,24,22,6,0,0,0,2,0,0,4,87,1.28,0.237,0.316,0.671,3.12,0.91,3.32,0.216,62,W,5일
2021,LG,13934,켈리,06-26,@삼성,W 10:5,1,6.0,4,4,4.00,26,26,9,0,0,3,0,0,0,4,108,1.30,0.246,0.319,0.703,3.33,1.08,-1.68,-0.161,42,W,6일
2021,LG,13934,켈리,07-02,한화,L 5:3,1,5.0,4,4,4.00,24,20,8,2,0,0,1,0,1,3,91,1.33,0.255,0.326,0.717,3.56,0.99,-1.23,-0.189,37,L,6일
2021,LG,13934,켈리,08-10,SSG,W 0:4,1,7.0,0,0,0.00,24,24,4,0,0,0,0,0,0,7,88,1.27,0.249,0.316,0.691,3.29,0.92,3.87,0.354,76,W,7+일
2021,LG,13934,켈리,08-15,롯데,W 1:7,1,7.0,0,0,0.00,23,22,2,0,0,0,0,0,1,5,84,1.20,0.240,0.306,0.664,3.06,0.64,3.87,0.272,78,W,5일
2021,LG,13934,켈리,08-22,@NC,L 3:4,1,6.0,4,4,4.00,26,23,7,0,0,1,1,0,1,8,106,1.21,0.244,0.309,0.672,3.23,1.36,-1.68,-0.255,49,L,7일
2021,LG,13934,켈리,08-28,키움,W 2:3,1,7.0,2,2,2.00,26,23,4,0,0,0,2,0,0,7,101,1.19,0.240,0.305,0.658,3.19,1.30,1.87,0.033,66,W,6일
2021,LG,13934,켈리,09-03,NC,L 5:2,1,6.2,2,2,2.00,29,26,6,1,0,0,2,0,1,5,91,1.19,0.239,0.305,0.653,3.16,1.39,1.65,0.090,57,,6일
2021,LG,13934,켈리,09-09,한화,W 1:8,1,6.0,1,1,1.00,26,22,5,0,0,0,4,0,0,10,104,1.20,0.239,0.307,0.649,3.08,0.43,2.32,0.012,64,W,6일
2021,LG,13934,켈리,09-15,@삼성,W 5:2,1,6.0,1,1,1.00,24,21,4,0,0,0,3,0,0,6,111,1.20,0.237,0.306,0.641,3.01,1.30,2.32,0.244,63,W,6일
2021,LG,13934,켈리,09-21,@한화,L 6:15,1,5.0,6,4,6.00,26,25,10,3,0,0,1,0,0,4,92,1.24,0.245,0.312,0.656,3.16,1.43,-3.23,-0.425,30,L,6일
2021,LG,13934,켈리,09-26,@KT,W 4:0,1,7.0,0,0,0.00,26,21,2,0,0,0,4,0,0,5,100,1.22,0.239,0.309,0.644,3.01,1.28,3.87,0.501,74,W,5일
2021,LG,13934,켈리,10-02,@키움,W 10:3,1,5.0,1,1,1.00,23,19,4,0,0,0,3,0,1,4,99,1.22,0.238,0.310,0.640,2.97,0.58,1.77,0.095,56,W,6일
2021,LG,13934,켈리,10-08,@KIA,D 2:2,1,6.0,2,2,2.00,28,23,5,1,0,0,4,0,1,5,105,1.23,0.237,0.312,0.640,2.97,1.27,1.32,0.120,55,,6일
2021,LG,13934,켈리,10-14,@롯데,W 13:3,1,6.0,0,0,0.00,22,22,4,1,0,0,0,0,0,6,104,1.21,0.235,0.308,0.632,2.86,0.72,3.32,0.255,70,W,6일
2021,LG,13934,켈리,10-20,키움,L 6:5,1,5.0,4,4,4.00,22,21,6,0,0,0,1,0,0,5,89,1.22,0.237,0.308,0.631,2.99,1.23,-1.23,-0.240,43,L,6일
2021,LG,13934,켈리,10-25,롯데,D 4:4,1,6.0,3,3,3.00,26,25,7,2,0,0,1,0,0,3,99,1.22,0.238,0.308,0.632,3.04,0.75,0.32,-0.088,48,,5일
2021,LG,13934,켈리,10-30,@롯데,L 2:4,1,5.1,4,4,3.15,27,22,7,3,0,1,3,1,1,4,88,1.24,0.241,0.312,0.645,3.15,1.32,-0.44,-0.125,39,L,5일
2021,LG,13934,켈리,11-05,@두산,W 9:3,1,5.2,1,0,1.00,25,21,5,2,0,0,4,0,0,5,103,1.25,0.241,0.314,0.647,3.05,1.13,1.86,0.176,58,W,6일
2021,LG,14753,수아레즈,04-06,@KT,W 3:2,1,6.0,0,0,0.00,20,18,1,0,0,0,2,0,0,9,89,0.50,0.056,0.150,0.206,0.00,0.92,3.32,0.357,77,W,7+일
2021,LG,14753,수아레즈,04-11,SSG,W 0:1,1,8.0,0,0,0.00,27,26,3,0,0,0,1,0,0,9,87,0.50,0.091,0.149,0.240,0.00,1.07,4.43,0.563,84,W,5일
2021,LG,14753,수아레즈,04-17,두산,L 3:1,1,3.0,3,3,3.00,16,14,5,0,1,0,2,0,0,5,90,0.82,0.155,0.222,0.412,1.59,0.98,-1.34,-0.164,40,L,6일
2021,LG,14753,수아레즈,04-23,@한화,W 2:1,1,6.0,0,0,0.00,23,20,1,1,0,0,3,0,0,10,95,0.78,0.128,0.209,0.376,1.17,1.14,3.32,0.386,77,W,6일
2021,LG,14753,수아레즈,04-29,롯데,W 2:3,1,6.1,2,1,2.00,28,25,7,1,0,0,3,0,0,5,98,0.95,0.165,0.246,0.450,1.23,1.15,0.83,-0.023,55,,6일
2021,LG,14753,수아레즈,05-06,@두산,W 7:2,1,7.0,2,2,2.00,29,26,7,1,0,1,2,0,1,8,98,1.02,0.186,0.266,0.514,1.49,0.66,1.87,0.131,61,W,7일
2021,LG,14753,수아레즈,05-12,@KIA,L 3:5,1,5.0,3,3,3.00,24,19,5,0,0,0,4,0,0,5,104,1.11,0.196,0.283,0.533,1.96,1.57,-0.23,-0.069,46,,6일
2021,LG,14753,수아레즈,05-18,NC,W 0:1,1,7.0,0,0,0.00,24,21,2,0,0,0,3,0,0,6,109,1.06,0.183,0.274,0.505,1.68,1.19,3.87,0.456,76,W,6일
2021,LG,14753,수아레즈,05-23,@SSG,L 0:8,1,3.0,5,2,5.00,17,16,6,1,0,1,1,0,0,0,60,1.13,0.200,0.285,0.550,1.93,0.69,-3.34,-0.289,32,L,5일
2021,LG,14753,수아레즈,05-30,키움,W 2:8,1,7.0,2,2,2.00,27,24,6,1,0,1,2,0,0,4,91,1.13,0.206,0.286,0.568,2.01,0.56,1.87,0.190,59,W,7일
2021,LG,14753,수아레즈,06-05,@KIA,W 8:2,1,5.0,2,1,2.00,25,22,5,2,0,0,2,0,1,6,98,1.15,0.208,0.290,0.576,1.99,0.79,0.77,0.089,55,W,6일
2021,LG,14753,수아레즈,06-11,두산,W 1:3,1,6.0,1,1,1.00,24,23,6,2,0,0,1,0,0,2,93,1.15,0.213,0.290,0.581,1.95,1.10,2.32,0.237,57,,6일
2021,LG,14753,수아레즈,06-17,@키움,W 6:5,1,5.0,5,5,5.00,25,21,7,2,1,0,3,0,0,8,106,1.21,0.222,0.299,0.608,2.42,1.33,-2.23,-0.385,38,,6일
2021,LG,14753,수아레즈,06-24,@SSG,L 5:8,1,6.0,1,1,1.00,23,22,5,1,0,1,1,0,0,4,91,1.20,0.222,0.296,0.612,2.35,0.66,1.32,0.213,61,,7일
2021,LG,14753,수아레즈,06-30,KT,L 4:3,1,4.0,3,3,3.00,16,12,3,0,0,0,1,0,1,5,69,1.19,0.223,0.298,0.612,2.56,1.19,-0.79,-0.108,48,,6일
2021,LG,14753,수아레즈,08-11,SSG,W 5:12,1,5.0,1,1,1.00,22,19,4,0,0,0,2,0,1,7,88,1.19,0.223,0.299,0.607,2.52,0.72,1.77,0.069,60,W,7+일
2021,LG,14753,수아레즈,08-17,@KT,D 5:5,1,5.0,1,1,1.00,23,19,3,1,0,0,4,0,0,8,104,1.20,0.219,0.299,0.602,2.48,1.32,1.77,0.180,61,,6일
2021,LG,14753,수아레즈,08-25,삼성,D 3:3,1,6.0,2,2,2.00,25,24,6,1,0,0,1,0,0,5,95,1.20,0.221,0.298,0.600,2.51,1.14,1.32,0.086,56,,7+일
2021,LG,14753,수아레즈,08-31,@롯데,W 9:4,1,2.0,0,0,0.00,8,7,1,0,0,0,1,0,0,2,30,1.19,0.220,0.297,0.596,2.46,0.31,1.11,0.049,55,,6일
2021,LG,14753,수아레즈,10-06,SSG,W 1:4,0,2.0,0,0,0.00,8,8,3,1,0,0,0,0,0,1,28,1.20,0.223,0.299,0.602,2.42,1.41,0.11,0.117,,W,7+일
2021,LG,14753,수아레즈,10-12,@SSG,D 4:4,1,3.0,0,0,0.00,10,9,0,0,0,0,1,0,0,6,59,1.17,0.218,0.294,0.590,2.35,0.80,1.66,0.157,64,,6일
2021,LG,14753,수아레즈,10-17,@NC,W 1:0,1,3.0,0,0,0.00,10,10,2,0,0,0,0,0,0,2,37,1.16,0.217,0.292,0.586,2.28,0.84,1.66,0.154,57,,5일
2021,LG,14753,수아레즈,10-27,@한화,W 9:1,1,5.0,0,0,0.00,19,18,3,1,0,0,1,0,0,9,85,1.14,0.215,0.289,0.580,2.18,0.74,2.77,0.202,69,W,7+일
2021,LG,14753,수아레즈,11-04,두산,L 5:1,1,4.2,2,2,1.65,20,17,4,1,0,0,2,0,0,4,83,1.15,0.216,0.290,0.581,2.25,1.09,1.41,0.094,50,L,7+일
2021,LG,14753,수아레즈,11-07,두산,L 10:3,0,1.2,1,1,1.00,9,9,5,0,0,0,0,0,0,0,35,1.18,0.223,0.295,0.591,2.29,0.84,-0.15,-0.035,,,3일
2021,LG,14589,이민호,04-18,두산,L 9:1,1,3.1,6,6,6.00,20,16,8,1,0,0,3,0,0,3,77,3.30,0.500,0.579,1.142,16.20,0.99,-3.37,-0.362,20,L,7+일
2021,LG,14589,이민호,04-25,@한화,W 8:0,1,5.1,0,0,0.00,18,16,1,0,0,0,2,0,0,9,80,1.62,0.281,0.378,0.691,6.23,1.02,2.74,0.278,73,W,7일
2021,LG,14589,이민호,05-01,@삼성,L 2:8,1,4.0,7,7,7.00,19,16,5,0,0,3,3,0,0,3,89,1.74,0.292,0.393,0.893,9.24,0.81,-4.79,-0.361,24,L,6일
2021,LG,14589,이민호,05-09,한화,W 1:11,1,6.0,1,1,1.00,22,18,2,1,0,0,3,0,0,7,93,1.45,0.242,0.351,0.760,6.75,0.68,2.32,0.106,68,W,7+일
2021,LG,14589,이민호,05-15,삼성,W 4:14,1,6.0,0,0,0.00,22,19,2,0,0,0,3,0,0,5,102,1.30,0.212,0.323,0.664,5.11,0.53,3.32,0.227,70,W,6일
2021,LG,14589,이민호,05-21,@SSG,L 5:6,1,3.2,4,4,3.30,19,13,5,0,0,0,1,0,3,2,91,1.34,0.235,0.350,0.697,5.72,1.11,-1.01,-0.169,36,,6일
2021,LG,14589,이민호,05-29,키움,L 7:2,1,4.2,2,2,2.00,22,19,6,1,0,1,1,0,2,3,78,1.36,0.248,0.360,0.736,5.45,1.05,0.30,-0.012,46,L,7+일
2021,LG,14589,이민호,06-04,@KIA,L 3:4,1,6.0,1,0,1.00,23,20,3,0,0,0,3,0,0,4,90,1.31,0.234,0.346,0.689,4.62,1.13,2.32,0.160,65,,6일
2021,LG,14589,이민호,06-10,NC,L 6:0,1,5.0,4,4,4.00,21,18,5,3,0,1,1,0,0,5,89,1.30,0.239,0.341,0.715,4.91,0.83,-1.23,-0.185,45,L,6일
2021,LG,14589,이민호,06-19,KIA,W 2:7,0,1.0,0,0,0.00,4,3,0,0,0,0,1,0,0,0,18,1.29,0.234,0.339,0.706,4.80,0.16,0.55,0.012,,,7+일
2021,LG,14589,이민호,06-23,@SSG,L 4:7,1,4.1,5,5,3.80,22,15,3,1,0,1,3,0,3,2,86,1.30,0.231,0.348,0.724,5.29,1.13,-1.27,-0.133,36,L,4일
2021,LG,14589,이민호,07-04,한화,W 0:5,1,7.0,0,0,0.00,21,20,2,1,0,0,0,0,1,3,89,1.17,0.218,0.329,0.681,4.63,0.57,3.87,0.267,76,W,7+일
2021,LG,14589,이민호,08-13,롯데,L 2:0,0,1.0,0,0,0.00,4,3,0,0,0,0,1,0,0,1,20,1.17,0.214,0.328,0.675,4.55,0.61,0.55,0.034,,,7+일
2021,LG,14589,이민호,08-18,@KT,L 1:8,1,3.1,6,6,6.00,20,18,8,1,0,1,1,0,0,3,74,1.25,0.234,0.339,0.713,5.19,0.71,-4.83,-0.333,22,L,5일
2021,LG,14589,이민호,08-27,삼성,W 1:3,1,8.0,1,1,1.00,26,25,4,1,0,0,0,0,1,4,101,1.17,0.226,0.325,0.681,4.72,0.84,3.43,0.327,74,W,7+일
2021,LG,14589,이민호,09-02,NC,W 0:5,1,5.0,0,0,0.00,20,19,5,0,0,0,1,0,0,2,92,1.17,0.229,0.323,0.672,4.40,0.73,2.77,0.182,58,W,6일
2021,LG,14589,이민호,09-10,한화,W 0:2,1,7.0,0,0,0.00,23,22,1,0,0,0,1,0,0,8,90,1.09,0.214,0.306,0.631,4.02,0.80,3.87,0.413,82,W,7+일
2021,LG,14589,이민호,09-16,@NC,L 0:2,1,6.1,2,1,2.00,24,23,5,2,0,0,1,0,0,11,101,1.08,0.215,0.302,0.625,3.83,0.68,1.09,0.004,67,L,6일
2021,LG,14589,이민호,09-23,삼성,L 7:4,1,6.0,6,6,6.00,27,24,7,1,0,3,1,0,1,4,92,1.10,0.220,0.305,0.657,4.16,0.59,-2.68,-0.262,37,L,7일
2021,LG,14589,이민호,09-30,두산,W 4:12,0,0.1,2,2,1.15,4,1,0,0,0,0,2,0,1,0,19,1.11,0.220,0.310,0.661,4.34,1.77,-1.21,-0.128,,,7일
2021,LG,14589,이민호,10-05,SSG,L 8:0,1,4.0,5,5,5.00,20,15,6,2,0,1,1,0,1,1,76,1.14,0.227,0.316,0.683,4.62,0.92,-2.79,-0.257,30,L,5일
2021,LG,14589,이민호,10-11,KT,L 4:2,1,3.0,2,1,2.00,18,11,2,0,0,0,5,0,1,4,84,1.18,0.226,0.323,0.685,4.57,1.44,-0.34,-0.075,48,,6일
2021,LG,14589,이민호,10-17,@NC,W 11:1,1,5.0,1,1,1.00,20,18,3,1,0,1,2,0,0,5,94,1.17,0.223,0.319,0.682,4.44,0.40,1.77,0.064,60,W,6일
2021,LG,14589,이민호,10-23,@두산,D 3:3,1,4.0,2,2,2.00,17,16,5,0,0,1,1,0,0,0,62,1.18,0.227,0.321,0.690,4.45,1.23,0.21,0.013,43,,6일
2021,LG,14589,이민호,10-28,@한화,D 1:1,1,5.2,1,1,0.50,21,16,1,1,0,0,4,1,0,11,104,1.17,0.220,0.318,0.677,4.30,1.19,2.86,0.316,70,,5일
2021,두산,14751,미란다,04-07,삼성,W 0:1,1,5.0,0,0,0.00,19,16,2,1,0,0,2,0,1,5,95,0.80,0.125,0.263,0.451,0.00,1.05,2.77,0.287,66,W,7+일
2021,두산,14751,미란다,04-13,KT,L 8:7,1,2.1,1,1,1.00,16,12,5,1,0,0,4,0,0,3,77,1.77,0.250,0.400,0.721,1.23,1.45,-1.10,-0.120,42,,6일
2021,두산,14751,미란다,04-18,@LG,W 9:1,1,5.0,0,0,0.00,21,17,2,0,0,0,4,0,0,7,113,1.54,0.200,0.357,0.601,0.73,0.52,2.77,0.117,66,W,5일
2021,두산,14751,미란다,04-24,NC,W 6:9,1,6.0,5,4,5.00,30,27,9,2,0,0,3,0,0,9,102,1.69,0.250,0.372,0.678,2.45,1.28,-2.68,-0.151,42,W,6일
2021,두산,14751,미란다,04-30,SSG,W 4:9,1,6.0,0,0,0.00,22,19,3,0,0,0,3,0,0,8,101,1.52,0.231,0.352,0.627,1.85,0.75,2.32,0.225,71,W,6일
2021,두산,14751,미란다,05-06,LG,L 7:2,1,4.0,6,6,6.00,22,14,5,2,0,1,6,0,0,4,97,1.69,0.248,0.380,0.713,3.49,0.67,-4.79,-0.346,26,L,6일
2021,두산,14751,미란다,05-12,키움,L 3:0,1,6.0,1,1,1.00,25,22,4,0,0,1,3,0,0,10,106,1.60,0.236,0.364,0.695,3.15,0.88,2.32,0.191,67,L,6일
2021,두산,14751,미란다,05-19,@KT,L 5:6,1,4.0,6,4,6.00,22,20,8,1,0,1,2,0,0,9,91,1.70,0.259,0.375,0.742,3.76,1.33,-3.79,-0.463,33,L,7일
2021,두산,14751,미란다,05-26,한화,W 3:9,1,6.0,0,0,0.00,25,23,5,1,0,0,2,0,0,9,106,1.62,0.253,0.363,0.716,3.25,1.17,2.32,0.308,69,W,7일
2021,두산,14751,미란다,06-01,@NC,W 4:3,1,7.0,3,3,3.00,29,28,7,0,0,2,1,0,0,10,111,1.56,0.253,0.352,0.721,3.33,1.14,-0.13,-0.029,60,,6일
2021,두산,14751,미란다,06-06,SSG,L 4:1,1,7.0,1,1,1.00,26,24,4,0,0,1,2,0,0,5,110,1.47,0.243,0.340,0.700,3.09,0.97,2.87,0.312,68,,5일
2021,두산,14751,미란다,06-12,@LG,W 8:3,1,7.1,2,2,2.00,28,26,5,1,0,1,2,0,0,7,97,1.42,0.238,0.331,0.690,3.02,1.28,1.39,0.088,65,,6일
2021,두산,14751,미란다,06-18,@KT,W 11:3,1,7.0,2,2,2.00,25,23,3,0,0,2,1,0,0,8,96,1.33,0.229,0.318,0.680,2.97,0.71,1.87,0.096,70,W,6일
2021,두산,14751,미란다,06-24,키움,L 2:1,1,7.0,1,1,1.00,26,25,4,1,0,1,1,0,0,8,119,1.28,0.223,0.308,0.666,2.82,1.11,2.87,0.317,72,,6일
2021,두산,14751,미란다,07-01,@한화,W 10:3,1,8.0,3,3,3.00,30,28,6,2,0,0,1,0,0,11,111,1.24,0.222,0.302,0.654,2.87,0.56,1.43,0.135,68,W,7일
2021,두산,14751,미란다,07-07,NC,W 2:4,1,8.0,2,2,2.00,31,31,7,0,0,0,0,0,0,10,108,1.21,0.223,0.296,0.637,2.82,0.80,2.43,0.279,70,W,6일
2021,두산,14751,미란다,08-14,@키움,L 1:5,1,6.0,3,3,3.00,26,26,9,2,0,1,0,0,0,11,97,1.23,0.231,0.299,0.653,2.92,0.77,0.32,-0.111,53,L,7+일
2021,두산,14751,미란다,08-20,한화,W 1:9,1,7.0,0,0,0.00,24,22,3,0,0,0,2,0,0,7,110,1.20,0.226,0.294,0.636,2.73,0.69,3.87,0.326,76,W,6일
2021,두산,14751,미란다,08-26,@NC,W 7:0,1,7.0,0,0,0.00,26,24,3,0,0,0,2,0,0,5,107,1.17,0.220,0.289,0.619,2.57,1.11,3.87,0.395,74,W,6일
2021,두산,14751,미란다,09-01,KIA,W 0:5,1,9.0,0,0,0.00,30,28,1,1,0,0,2,0,0,9,114,1.11,0.209,0.277,0.591,2.38,0.69,4.98,0.444,92,W,6일
2021,두산,14751,미란다,09-08,키움,W 1:7,1,6.2,1,1,0.30,26,25,5,2,0,0,1,0,0,9,118,1.10,0.208,0.275,0.588,2.33,0.95,3.65,0.326,68,W,7일
2021,두산,14751,미란다,09-14,KT,L 4:3,1,6.0,3,2,3.00,23,21,4,1,0,0,2,0,0,8,92,1.09,0.208,0.275,0.584,2.36,1.16,0.32,-0.072,60,,6일
2021,두산,14751,미란다,09-25,한화,L 5:1,1,6.0,3,3,3.00,26,22,4,1,0,0,4,0,0,13,118,1.10,0.207,0.276,0.582,2.45,0.98,0.32,-0.071,61,L,7+일
2021,두산,14751,미란다,10-01,@LG,W 2:0,1,7.0,0,0,0.00,27,25,5,0,0,0,2,0,0,9,104,1.10,0.206,0.275,0.576,2.33,1.05,3.87,0.435,74,W,6일
2021,두산,14751,미란다,10-07,롯데,L 7:2,1,6.0,1,1,1.00,27,26,8,1,0,0,1,0,0,10,104,1.11,0.211,0.278,0.581,2.30,1.40,2.32,0.172,61,,6일
2021,두산,14751,미란다,10-13,KT,W 3:5,1,6.0,3,3,3.00,27,24,7,0,1,0,2,0,0,7,117,1.13,0.214,0.280,0.586,2.38,0.95,0.32,-0.073,51,,6일
2021,두산,14751,미란다,10-19,@삼성,W 5:0,1,7.0,0,0,0.00,27,25,4,0,0,0,1,0,0,10,111,1.11,0.212,0.277,0.577,2.29,1.16,3.87,0.391,78,W,6일
2021,두산,14751,미란다,10-24,LG,W 4:5,1,4.1,2,2,2.00,23,15,3,1,0,0,7,0,0,4,86,1.14,0.212,0.282,0.581,2.33,1.40,-0.41,-0.138,46,,5일
2021,두산,12852,최원준,04-06,삼성,W 3:6,1,4.1,1,1,0.50,18,17,4,0,0,0,1,0,0,4,89,1.15,0.235,0.278,0.513,2.08,1.05,-0.27,0.165,54,,7+일
2021,두산,12852,최원준,04-11,@한화,L 2:3,1,5.0,1,1,0.30,23,20,6,0,0,0,3,0,0,4,92,1.50,0.270,0.341,0.611,1.93,1.43,2.36,0.227,52,,5일
2021,두산,12852,최원준,04-17,@LG,W 3:1,1,6.0,1,1,1.00,22,20,3,0,0,1,2,0,0,4,90,1.24,0.228,0.302,0.583,1.76,0.95,2.32,0.260,64,W,6일
2021,두산,12852,최원준,04-23,NC,W 1:5,1,7.0,0,0,0.00,27,24,3,0,0,0,1,0,2,4,100,1.03,0.198,0.278,0.513,1.21,1.17,2.87,0.407,74,W,6일
2021,두산,12852,최원준,04-29,@키움,W 15:4,1,6.0,3,3,3.00,22,22,5,2,0,2,0,0,0,7,89,0.99,0.204,0.268,0.579,1.91,0.05,0.32,0.012,57,W,6일
2021,두산,12852,최원준,05-08,@KIA,W 11:5,1,5.1,5,5,5.00,25,20,5,1,0,2,2,0,2,2,90,1.04,0.211,0.287,0.645,2.94,1.10,-2.46,-0.393,38,,7+일
2021,두산,12852,최원준,05-17,@SSG,W 8:3,1,5.0,1,1,1.00,21,21,5,2,0,0,0,0,0,4,97,1.03,0.215,0.280,0.634,2.79,0.88,0.77,0.185,57,W,7+일
2021,두산,12852,최원준,05-22,롯데,W 3:4,1,5.1,3,3,2.65,25,23,7,4,0,0,2,0,0,4,107,1.11,0.228,0.291,0.662,3.07,0.88,0.14,-0.048,44,,5일
2021,두산,12852,최원준,05-28,@삼성,W 9:4,1,6.1,0,0,0.00,27,25,8,1,0,0,1,0,0,5,118,1.15,0.240,0.298,0.668,2.68,0.45,2.69,0.113,61,W,6일
2021,두산,12852,최원준,06-04,SSG,W 2:3,1,6.0,0,0,0.00,24,23,5,0,0,0,1,0,0,3,96,1.14,0.237,0.293,0.646,2.40,1.08,3.32,0.291,64,W,7일
2021,두산,12852,최원준,06-10,@롯데,L 4:5,1,6.2,3,3,3.00,27,25,7,2,0,0,1,1,0,3,98,1.14,0.242,0.295,0.649,2.57,1.22,0.53,-0.115,50,,6일
2021,두산,12852,최원준,06-17,삼성,W 2:6,1,6.1,0,0,0.00,23,21,3,0,0,0,2,0,0,3,96,1.11,0.234,0.288,0.625,2.34,0.76,3.29,0.266,68,W,7일
2021,두산,12852,최원준,06-23,키움,L 4:3,1,7.0,3,3,3.00,29,26,6,2,1,0,2,0,0,5,109,1.11,0.233,0.287,0.628,2.48,0.82,0.87,-0.050,56,,6일
2021,두산,12852,최원준,06-30,@한화,W 8:6,1,6.0,1,1,1.00,25,22,6,0,0,1,1,0,1,3,98,1.12,0.236,0.290,0.636,2.40,1.47,2.32,0.274,58,,7일
2021,두산,12852,최원준,07-06,NC,L 7:3,1,4.1,6,5,6.00,24,19,8,0,1,3,2,0,2,3,90,1.18,0.247,0.304,0.688,2.80,0.60,-4.41,-0.364,26,L,6일
2021,두산,12852,최원준,08-13,@키움,W 16:9,1,3.1,6,3,5.15,18,15,4,0,0,0,2,0,1,2,76,1.20,0.248,0.309,0.688,3.00,1.09,-3.28,-0.239,34,,7+일
2021,두산,12852,최원준,08-19,KIA,D 5:5,1,5.1,3,3,3.00,22,20,5,3,0,0,2,0,0,4,96,1.21,0.248,0.309,0.689,3.12,1.13,-0.72,-0.091,48,,6일
2021,두산,12852,최원준,08-26,@NC,W 5:3,1,6.0,2,1,2.00,27,27,9,2,0,1,0,0,0,7,102,1.22,0.254,0.311,0.701,3.02,1.23,1.32,0.162,55,,7일
2021,두산,12852,최원준,09-02,@SSG,L 1:10,1,3.0,4,4,4.00,17,16,7,1,1,2,1,0,0,2,88,1.27,0.261,0.317,0.731,3.28,0.66,-2.34,-0.231,30,L,7일
2021,두산,12852,최원준,09-09,@NC,W 6:2,1,7.0,1,1,1.00,24,23,3,0,0,1,1,0,0,7,83,1.22,0.254,0.309,0.715,3.15,0.76,2.87,0.254,73,W,7일
2021,두산,12852,최원준,09-15,KT,W 2:6,1,6.0,1,1,1.00,25,23,5,1,0,0,2,0,0,4,107,1.22,0.252,0.308,0.706,3.07,0.78,2.32,0.132,60,W,6일
